candidate,index,uid,polarity,w_m,l_m,z_vth,z_beta,target_vth_v,target_beta_fraction,delvto_v,ln_mulu0,status,mapping_id,original_realization_id,profile_id
A75,2000,ads/gain/input/0,n,2.494548593329391e-06,3.2e-07,0.5176327357733617,0.39068894232271123,0.0024894946509233093,0.002913684831041298,0.0024857915323045123,0.00786897902321843,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/input/1,n,2.494548593329391e-06,3.2e-07,0.41410843102730355,-1.1554133324636657,0.0019916065053429905,-0.008616855855627218,0.001939006456239966,-0.005678074209171286,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/reference/0,p,2e-06,2.4e-07,-0.202926693382787,0.6981432569648232,-0.0008582716436562949,0.005817287266888258,0.0008242546203389324,0.004935122721941406,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/reference/1,p,2e-06,2.4e-07,-0.502219275624329,1.008384144689878,-0.002124119582202433,0.008402373275850465,0.0020575116163682183,0.005865749174005401,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/reference/2,p,2e-06,2.4e-07,2.508135344086988,0.5605681509110164,0.0106080743168734,0.004670941005281471,-0.01041461351989771,0.019856183339460307,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/reference/3,p,2e-06,2.4e-07,-0.989488531251822,-0.04742647837658627,-0.0041850085562404925,-0.00039518171381173686,0.004103364875769516,-0.006342073636212614,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/reference/4,p,2e-06,2.4e-07,0.8829831543572901,1.0439658395158757,0.0037345476367740106,0.008698858185187647,-0.0036867701406952703,0.014448614141021408,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2000,ads/gain/load/0,p,2e-06,2.4e-07,-1.6649355209552241,0.7108279731829685,-0.007041788945215229,0.005922982820635655,0.006884796090016059,-0.003719933019405542,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2001,ads/gain/input/0,n,2.494548593329391e-06,3.2e-07,-1.4264474324266092,0.46002278911109346,-0.006860333606111316,0.0034307636520184825,-0.0067993423859400775,-0.009235197992675675,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,e77cb63d1f00f87c2bd8cda465ae58977adcebc12406d94ba66034a8aa390370,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A75,2001,ads/gain/input/1,n,2.494548593329391e-06,3.2e-07,-0.15419352934083086,-1.476944998583808,-0.0007415759088873667,-0.01101477869599227,-0.0007865150143329977,-0.013473626468518358,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,e77cb63d1f00f87c2bd8cda465ae58977adcebc12406d94ba66034a8aa390370,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
