candidate,index,condition,role,numerical_usable,terminal_supported,out_v,error_v,gain,band_min_magnitude,band_max_magnitude,bandwidth_hz,current_a,power_w,supply_current_a,input_current_a,feedback_current_a,dc_ac_current_pass,sine_assessed,sine_thd_fraction,sine_gain,sine_min_v,sine_max_v,sine_stationary,sine_all_assessed_pass,predicted_out_v,realization_id,attempt_sha256
A75,2000,nominal,CONFIRMATION,True,True,0.6416845357183306,0.14168453571833062,-5.766451399571753,5.7576380738139346,5.766452284127585,1806364.3487007818,7.617890199133586e-05,7.617870581113491e-05,7.617854530006141e-05,3.5669127444433804e-10,,False,True,0.006694374225059737,5.76381099276425,0.6124840083287437,0.6701135475315017,True,False,0.6410746027473226,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,b88ee2353e22901fdcfd32c811cba4e74eb3a777754ade486ee82d2cbcfd5f44
A75,2000,supply_097,CONFIRMATION,True,True,0.5789794785877734,0.07897947858777343,-5.844637875681296,5.835447658659721,5.844638798146572,1780904.2827807434,7.234864336969963e-05,7.01779925547383e-05,7.234827507379511e-05,3.682959045158904e-10,,False,False,,,,,,,0.5811288495973146,9fd0b2b4838e12ad9d8dba7a623d4e04006874303e85d63de33552724310d109,d6c82b891242fdcdd08529e3502dd9af261bc05430499fb877fd8282a1dbeffc
A75,2001,nominal,CONFIRMATION,True,True,0.499891194497732,-0.00010880550226799457,-6.0622994825300545,6.052434142742158,6.062300472869044,1750457.0521050585,7.522442357310351e-05,7.522420328231311e-05,7.52240230443937e-05,4.0052870980793187e-10,,True,True,0.00445812720054002,6.061340190932983,0.46931586203199394,0.5299260977780995,True,True,0.5010523257726289,e77cb63d1f00f87c2bd8cda465ae58977adcebc12406d94ba66034a8aa390370,294bf588fc8d7d60bf46670396992371d4756fa5e2a4cb0c173671750d978b35
A75,2001,supply_097,CONFIRMATION,True,True,0.43924237287021295,-0.06075762712978705,-6.087658803113427,6.077652126837041,6.087659807705615,1741678.7258258138,7.14132018289912e-05,6.927059644330274e-05,7.141279926972441e-05,4.0255926679133927e-10,,False,False,,,,,,,0.4411065726226208,e77cb63d1f00f87c2bd8cda465ae58977adcebc12406d94ba66034a8aa390370,a00c88692681dc15a92098c009066f4b1c12a5aa9e7490b0433c166844b01170
A75,2002,nominal,CONFIRMATION,True,True,0.48014989602921093,-0.019850103970789068,-5.910676927701031,5.900928224413846,5.910677906389469,1738736.8660680351,7.474563818697487e-05,7.474543769947576e-05,7.474527366424922e-05,3.6452272564367963e-10,,True,False,,,,,,,0.4808927943760324,6aa801af96f5a2a2c0030eda443932011b259662edd1b28013a040635a5c48cf,87957ede5ac9b0e784e2c5c4ec887b1a9b43de5e457e5a9f7ca87cfbe92cbfc2
A75,2002,supply_097,CONFIRMATION,True,True,0.42202747446417493,-0.07797252553582507,-5.930245590494622,5.920382212877752,5.930246580755012,1731477.4108777328,7.096024203491933e-05,6.883124449578036e-05,7.095987611551279e-05,3.659194065374488e-10,,False,False,,,,,,,0.4209470412260243,6aa801af96f5a2a2c0030eda443932011b259662edd1b28013a040635a5c48cf,95328d59a2d3775d00c71f644ad77ba99982d352acad45329c10053f1ba4b2f0
A75,2003,nominal,CONFIRMATION,True,True,0.501713673245886,0.001713673245886005,-5.911582895397462,5.90189208841204,5.911583868243146,1744052.1938629264,7.47141298761041e-05,7.471392864474225e-05,7.471376400090075e-05,3.6587520334382603e-10,,True,False,,,,,,,0.502977286704793,b0b71cc30c2b1edc3bbdf4b97868299301c4d7a75e831de7912d5c166a4744c6,a25042cc46a74abf5ef5efcc4abd760fdac3006c7f32544b39b7b5dfb374c196
A75,2003,supply_097,CONFIRMATION,True,True,0.4427454128901154,-0.057254587109884625,-5.935232451106869,5.9254079155546675,5.935233437440447,1735613.778202691,7.092140545135556e-05,6.879357202103613e-05,7.092103763062715e-05,3.678207284108295e-10,,False,False,,,,,,,0.4430315335547849,b0b71cc30c2b1edc3bbdf4b97868299301c4d7a75e831de7912d5c166a4744c6,ee511e2e4436e0d451e0ef66f58ef18c7e344c009cd53d0303738f4d5ba43621
A75,2004,nominal,CONFIRMATION,True,True,0.58089638755495,0.08089638755494999,-5.931798506534675,5.922399941603559,5.93179944992053,1774110.082975676,7.577531777897295e-05,7.577510743006183e-05,7.577493532640729e-05,3.8245256565655125e-10,,False,False,,,,,,,0.5813705209273483,79b2cc158482cc18e2b73511e14a786cb4aa47b26275c0e9cc0c2fb759ccadc0,431c9e89fa33ddc847248c16e5580b23c897ed0c768d1ce50ada7b2ac37e5f9c
A75,2004,supply_097,CONFIRMATION,True,True,0.5187903341080801,0.018790334108080065,-5.9781266416315315,5.968491144965131,5.978127608873235,1758896.408590345,7.19508830596085e-05,6.979215432277624e-05,7.195049412683156e-05,3.8893277693515665e-10,,True,False,,,,,,,0.5214247677773403,79b2cc158482cc18e2b73511e14a786cb4aa47b26275c0e9cc0c2fb759ccadc0,d583cb6a4e4fb7ae458cf096cde25043f29aef411858a50f7fd63a8787bd38fb
A75,2005,nominal,CONFIRMATION,True,True,0.47141546331969014,-0.028584536680309858,-6.045290578393159,6.035363341271554,6.04529157498216,1742537.2580752196,7.507032555499047e-05,7.507011229588875e-05,7.506993781116916e-05,3.8774382131716995e-10,,False,False,,,,,,,0.4720488327241807,88e89ca77ead45e1174077c91b647a4aaabe29ad6f5ff5a9ba18ad36030a54d4,73ae2877789b29b7623ba53154b0d67ca55e0d867f052e5f05f6a21305e6c089
A75,2005,supply_097,CONFIRMATION,True,True,0.4117982377962352,-0.0882017622037648,-6.064641475416662,6.054600615650001,6.064642483472195,1735431.45246383,7.12698203811021e-05,6.913152335329703e-05,7.126943111884822e-05,3.892622538865208e-10,,False,False,,,,,,,0.4121030795741726,88e89ca77ead45e1174077c91b647a4aaabe29ad6f5ff5a9ba18ad36030a54d4,6ae192d2edf7d145ae3d2686f341403a379361e1422326b6999d9029dcdb9c5f
A75,2006,nominal,CONFIRMATION,True,True,0.5809310401872338,0.08093104018723385,-5.846958551235941,5.837647747549555,5.846959485829454,1769623.877309125,7.547312901760514e-05,7.54729296108535e-05,7.547276645987488e-05,3.625577302572222e-10,,False,False,,,,,,,0.5826040411892677,42d88a820d65a97c8dd46e7032f745addbaf443362c8ca90e1b62e391d4aa563,1eeccaac37c6117d54bd2b6d21834e9f9a1f352cfcae4e1486e4b16597f9a193
A75,2006,supply_097,CONFIRMATION,True,True,0.5195321416694251,0.019532141669425074,-5.89089804130869,5.881360574120389,5.890898998726215,1754953.3544720528,7.165673076609975e-05,6.950683700249812e-05,7.165636184183313e-05,3.689242666243299e-10,,True,False,,,,,,,0.5226582880392596,42d88a820d65a97c8dd46e7032f745addbaf443362c8ca90e1b62e391d4aa563,bc5227dcdefcc42554a34fa24b9c8285a25e120ddb846fb3f811ec5e72185212
