candidate,index,uid,polarity,w_m,l_m,z_vth,z_beta,target_vth_v,target_beta_fraction,delvto_v,ln_mulu0,status,mapping_id,original_realization_id,profile_id
A37,100,ads/gain/input/0,n,2.494548593329391e-06,3.2e-07,0.3173193400910828,-0.3762764996692208,0.0015261105899939456,-0.002806199537784544,0.0015030399477326435,-0.00018530439271453557,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,d7b7c63845679cb87381192ff977ddb5e01b40207a38f0bfea077a1525f567e7,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,100,ads/gain/input/1,n,2.494548593329391e-06,3.2e-07,1.0685664278826947,0.4611984455755761,0.005139146391882998,0.003439531477354704,0.005119589882757712,0.013431637085924927,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,d7b7c63845679cb87381192ff977ddb5e01b40207a38f0bfea077a1525f567e7,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,100,ads/gain/reference/0,p,2e-06,2.4e-07,0.0225939658951349,-1.1353186640103063,9.556042096912512e-05,-0.009460056717758314,-6.58708931658316e-05,-0.009935343267908757,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,d7b7c63845679cb87381192ff977ddb5e01b40207a38f0bfea077a1525f567e7,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,100,ads/gain/reference/1,p,2e-06,2.4e-07,0.6991629729295747,-0.27030094823026324,0.002957086344613883,-0.0022522859723716573,-0.0028923023823459832,0.0017826395406564052,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,d7b7c63845679cb87381192ff977ddb5e01b40207a38f0bfea077a1525f567e7,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,100,ads/gain/load/0,p,2e-06,2.4e-07,2.6714771267574218,1.5814434958544665,0.011298922908319449,0.013177397360726756,-0.011117257900373493,0.029763300105131816,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,d7b7c63845679cb87381192ff977ddb5e01b40207a38f0bfea077a1525f567e7,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,101,ads/gain/input/0,n,2.494548593329391e-06,3.2e-07,1.5483094157669872,1.8120021462767115,0.007446414691619797,0.013513572040285051,0.007456502042187742,0.028674852530565804,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,92504fd355b1979f40578f4ad5baba155c3a8363a5a623a21bc278736bfae466,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,101,ads/gain/input/1,n,2.494548593329391e-06,3.2e-07,-1.821434739865445,-0.7284118180819055,-0.008759979283625256,-0.005432358675110334,-0.00872683240090559,-0.02251001430991573,RESOLVED,5cfd9107b9662cdb5e8e439fde224e9be9fc63aded54ee41c744cbd41894fa0c,92504fd355b1979f40578f4ad5baba155c3a8363a5a623a21bc278736bfae466,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,101,ads/gain/reference/0,p,2e-06,2.4e-07,0.9988543438190823,-0.8148688681694533,0.004224620946371525,-0.006789904856482277,-0.0041216230200619534,-0.0012618537571247761,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,92504fd355b1979f40578f4ad5baba155c3a8363a5a623a21bc278736bfae466,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,101,ads/gain/reference/1,p,2e-06,2.4e-07,-2.1191752606848655,-1.319817358077754,-0.008962980689548044,-0.010997394353048478,0.008817063650621135,-0.024427301318070388,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,92504fd355b1979f40578f4ad5baba155c3a8363a5a623a21bc278736bfae466,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
A37,101,ads/gain/load/0,p,2e-06,2.4e-07,-0.3123301609175908,0.9585950847483773,-0.0013209899402860617,0.007987505322119556,0.0012714677459837978,0.006565831576610259,RESOLVED,5aa9a25a13e687a0b1673363f8197c91df87d4cc11727fbf0ad86811f6ef703c,92504fd355b1979f40578f4ad5baba155c3a8363a5a623a21bc278736bfae466,e29f71cc74d172c0fcaf1e1a8b581dc311a202dd076f71dae0c36be74ff4efcb
